N,Unnamed: 1,Unnamed: 2
0.00289885,1361.279,6.071e-09
0.00291118,1368.053,5.609e-09
0.00292352,1374.537,5.181e-09
0.00293586,1380.708,4.783e-09
0.00294819,1386.544,4.415e-09
0.00296053,1392.03,4.077e-09
0.00297286,1397.153,3.765e-09
0.0029852,1401.905,3.479e-09
0.00299753,1406.283,3.218e-09
0.00300987,1410.288,2.98e-09
0.0030222,1413.928,2.764e-09
0.00303454,1417.214,2.569e-09
0.00304687,1420.161,2.393e-09
0.00305921,1422.787,2.235e-09
0.00307155,1425.113,2.095e-09
0.00308388,1427.161,1.97e-09
0.00309622,1428.956,1.861e-09
0.00310855,1430.521,1.766e-09
0.00312089,1431.879,1.683e-09
0.00313322,1433.054,1.612e-09
0.00314556,1434.067,1.552e-09
0.00315789,1434.937,1.501e-09
0.00317023,1435.683,1.46e-09
0.00318257,1436.321,1.425e-09
0.0031949,1436.867,1.398e-09
0.00320724,1437.334,1.377e-09
0.00321957,1437.732,1.362e-09
0.00323191,1438.073,1.351e-09
0.00324424,1438.364,1.344e-09
0.00325658,1438.614,1.341e-09
0.00326891,1438.828,1.342e-09
0.00328125,1439.013,1.345e-09
0.00329359,1439.172,1.351e-09
0.00330592,1439.311,1.359e-09
0.00331826,1439.432,1.369e-09
0.00333059,1439.538,1.381e-09
0.00334293,1439.633,1.395e-09
0.00335526,1439.717,1.409e-09
0.00337993,1439.861,1.443e-09
0.00340461,1439.984,1.48e-09
0.00342928,1440.095,1.521e-09
0.00345395,1440.2,1.564e-09
0.00347862,1440.306,1.61e-09
0.00350329,1440.415,1.658e-09
0.00352796,1440.532,1.707e-09
0.00355263,1440.661,1.759e-09
0.00360197,1440.959,1.865e-09
0.00365132,1441.329,1.975e-09
0.00370066,1441.784,2.089e-09
0.00375,1442.333,2.205e-09
0.00384868,1443.738,2.439e-09
0.00394737,1445.56,2.673e-09
0.00404605,1447.802,2.902e-09
0.00414474,1450.445,3.118e-09
0.00434211,1456.863,3.494e-09
0.00453947,1464.473,3.787e-09
0.00473684,1473.066,3.987e-09
0.00493421,1482.46,4.096e-09
0.00513158,1492.504,4.119e-09
0.00532895,1503.06,4.07e-09
0.00552632,1514.004,3.964e-09
0.00572368,1525.209,3.816e-09
0.00592105,1536.548,3.64e-09
0.00631579,1559.199,3.249e-09
0.00671053,1580.763,2.875e-09
0.00710526,1600.078,2.556e-09
0.0075,1615.878,2.311e-09
0.00789474,1626.774,2.143e-09
0.00868421,1629.136,2.029e-09
0.00907895,1617.823,2.072e-09
0.00947368,1595.482,2.211e-09
0.00957237,1588.139,2.264e-09
0.00967105,1579.967,2.327e-09
0.00986842,1561.245,2.484e-09
0.00996711,1551.067,2.577e-09
0.01006579,1540.528,2.681e-09
0.01016447,1529.99,2.794e-09
0.01026316,1519.68,2.915e-09
0.01046053,1500.157,3.179e-09
0.01065789,1482.35,3.461e-09
0.01105263,1451.728,4.058e-09
0.01144737,1425.058,4.655e-09
0.01164474,1413.073,4.93e-09
0.01174342,1407.824,5.054e-09
0.01184211,1403.418,5.165e-09
0.01194079,1400.369,5.262e-09
0.01203947,1399.499,5.343e-09
0.01223684,1397.56,5.466e-09
0.01243421,1395.43,5.552e-09
0.01263158,1393.156,5.613e-09
0.01302632,1388.284,5.686e-09
0.01342105,1383.209,5.734e-09
0.01421053,1372.823,5.807e-09
0.015,1362.517,5.884e-09
0.01578947,1352.469,5.975e-09
0.01657895,1342.718,6.079e-09
0.01736842,1333.236,6.199e-09
0.01894737,1314.97,6.499e-09
0.02052632,1296.794,6.87e-09
0.02210526,1278.035,7.336e-09
0.02368421,1258.161,7.93e-09
0.02526316,1236.759,8.693e-09
0.02684211,1213.74,9.661e-09
0.02842105,1190.057,1.0824e-08
0.03,1170.131,1.1945e-08
0.0315,1170.131,0.0
N2O,,
0,300.0,0.0
4.934e-05,331.475,4.3e-11
9.868e-05,360.18,5.5e-11
0.00014803,386.423,7.1e-11
0.00019737,410.492,9.1e-11
0.00029605,452.851,1.41e-10
0.00039474,489.558,2.13e-10
0.00049342,522.005,3.13e-10
0.00059211,551.304,4.54e-10
0.00078947,602.922,8.86e-10
0.00098684,650.452,1.627e-09
0.00118421,696.852,2.876e-09
0.00138158,744.143,4.94e-09
0.00157895,793.839,8.288e-09
0.00177632,847.271,1.362e-08
0.00197368,905.918,2.1948e-08
0.00207237,938.122,2.79e-08
0.00217105,972.838,3.5436e-08
0.00226974,1010.665,4.4912e-08
0.00236842,1052.37,5.6739e-08
0.00246711,1098.883,7.1378e-08
0.00251645,1124.353,8.0058e-08
0.00256579,1151.444,8.9722e-08
0.00259046,1165.621,9.4989e-08
0.00261513,1180.223,1.00547e-07
0.0026398,1195.238,1.06407e-07
0.00266447,1210.645,1.12581e-07
0.00268914,1226.408,1.19081e-07
0.00271382,1242.475,1.2592e-07
0.00272615,1250.597,1.29484e-07
0.00273849,1258.767,1.33138e-07
0.00276316,1275.212,1.40701e-07
0.00277549,1283.441,1.44637e-07
0.00278783,1291.658,1.48672e-07
0.00280016,1299.843,1.52807e-07
0.0028125,1307.973,1.57043e-07
0.00282484,1316.027,1.61383e-07
0.00283717,1323.979,1.65829e-07
0.00284951,1331.803,1.70383e-07
0.00286184,1339.473,1.75045e-07
0.00287418,1346.961,1.79818e-07
0.00288651,1354.239,1.84703e-07
0.00289885,1361.279,1.89702e-07
0.00291118,1368.053,1.94814e-07
0.00292352,1374.537,2.0004e-07
0.00293586,1380.708,2.0538e-07
0.00294819,1386.544,2.10832e-07
0.00296053,1392.03,2.16394e-07
0.00297286,1397.153,2.22062e-07
0.0029852,1401.905,2.27833e-07
0.00299753,1406.283,2.33701e-07
0.00300987,1410.288,2.39658e-07
0.0030222,1413.928,2.45696e-07
0.00303454,1417.214,2.51806e-07
0.00304687,1420.161,2.57978e-07
0.00305921,1422.787,2.642e-07
0.00307155,1425.113,2.7046e-07
0.00308388,1427.161,2.76746e-07
0.00309622,1428.956,2.83046e-07
0.00310855,1430.521,2.89347e-07
0.00312089,1431.879,2.95638e-07
0.00313322,1433.054,3.01905e-07
0.00314556,1434.067,3.0814e-07
0.00315789,1434.937,3.14331e-07
0.00317023,1435.683,3.2047e-07
0.00318257,1436.321,3.26549e-07
0.0031949,1436.867,3.3256e-07
0.00320724,1437.334,3.38498e-07
0.00321957,1437.732,3.44357e-07
0.00323191,1438.073,3.50133e-07
0.00324424,1438.364,3.55823e-07
0.00325658,1438.614,3.61424e-07
0.00326891,1438.828,3.66934e-07
0.00328125,1439.013,3.72353e-07
0.00329359,1439.172,3.77679e-07
0.00330592,1439.311,3.82912e-07
0.00331826,1439.432,3.88054e-07
0.00333059,1439.538,3.93103e-07
0.00334293,1439.633,3.98062e-07
0.00335526,1439.717,4.02931e-07
0.00337993,1439.861,4.12404e-07
0.00340461,1439.984,4.2154e-07
0.00342928,1440.095,4.30355e-07
0.00345395,1440.2,4.38861e-07
0.00347862,1440.306,4.47074e-07
0.00350329,1440.415,4.55007e-07
0.00352796,1440.532,4.62673e-07
0.00355263,1440.661,4.70085e-07
0.00360197,1440.959,4.84175e-07
0.00365132,1441.329,4.97398e-07
0.00370066,1441.784,5.09822e-07
0.00375,1442.333,5.21506e-07
0.00384868,1443.738,5.4279e-07
0.00394737,1445.56,5.61751e-07
0.00404605,1447.802,5.78635e-07
0.00414474,1450.445,5.93639e-07
0.00434211,1456.863,6.18455e-07
0.00453947,1464.473,6.37897e-07
0.00473684,1473.066,6.52691e-07
0.00493421,1482.46,6.63376e-07
0.00513158,1492.504,6.70344e-07
0.00532895,1503.06,6.73887e-07
0.00552632,1514.004,6.74223e-07
0.00572368,1525.209,6.71523e-07
0.00592105,1536.548,6.65929e-07
0.00631579,1559.199,6.46528e-07
0.00671053,1580.763,6.19068e-07
0.00710526,1600.078,5.85794e-07
0.0075,1615.878,5.49533e-07
0.00789474,1626.774,5.135e-07
0.00868421,1629.136,4.51843e-07
0.00907895,1617.823,4.29094e-07
0.00947368,1595.482,4.13265e-07
0.00957237,1588.139,4.10219e-07
0.00967105,1579.967,4.07603e-07
0.00986842,1561.245,4.03563e-07
0.00996711,1551.067,4.01987e-07
0.01006579,1540.528,4.0069e-07
0.01016447,1529.99,3.99632e-07
0.01026316,1519.68,3.98774e-07
0.01046053,1500.157,3.97562e-07
0.01065789,1482.35,3.96775e-07
0.01105263,1451.728,3.96053e-07
0.01144737,1425.058,3.95752e-07
0.01164474,1413.073,3.95621e-07
0.01174342,1407.824,3.95544e-07
0.01184211,1403.418,3.95452e-07
0.01194079,1400.369,3.95341e-07
0.01203947,1399.499,3.95209e-07
0.01223684,1397.56,3.94887e-07
0.01243421,1395.43,3.94511e-07
0.01263158,1393.156,3.94095e-07
0.01302632,1388.284,3.93172e-07
0.01342105,1383.209,3.92202e-07
0.01421053,1372.823,3.90234e-07
0.015,1362.517,3.88356e-07
0.01578947,1352.469,3.86617e-07
0.01657895,1342.718,3.85037e-07
0.01736842,1333.236,3.83629e-07
0.01894737,1314.97,3.81381e-07
0.02052632,1296.794,3.79669e-07
0.02210526,1278.035,3.78423e-07
0.02368421,1258.161,3.77569e-07
0.02526316,1236.759,3.7703e-07
0.02684211,1213.74,3.76729e-07
0.02842105,1190.057,3.76588e-07
0.03,1170.131,3.76536e-07
0.0315,1170.131,0.0
